timestamp_unix,timestamp_formatted,measurement_name,measurement_value
1675814404.41,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814404.493,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814404.493,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814404.493,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814404.493,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814404.493,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814404.493,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,229.0
1675814404.493,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814404.498,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,1.8
1675814404.498,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,15.0
1675814404.498,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814404.498,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814404.498,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814404.498,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,229.0
1675814407.421,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814407.422,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814407.422,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814407.445,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814407.477,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814407.563,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814407.563,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814407.563,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814407.563,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814407.563,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814407.563,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814407.563,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814407.563,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814407.563,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814407.563,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814407.563,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,230.0
1675814407.563,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,230.0
1675814407.563,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814409.608,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814410.486,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814410.486,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814410.486,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814410.506,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814410.506,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814410.506,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814410.506,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814410.506,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,29.0
1675814410.506,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,229.0
1675814410.508,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814410.508,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814410.508,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814410.508,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814410.508,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814410.508,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,229.0
1675814410.508,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814410.549,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814412.555,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814412.68,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814413.448,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814413.448,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814413.448,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814413.448,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,17.0
1675814413.448,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814413.448,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,230.0
1675814413.451,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814413.451,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814413.451,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814413.451,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814413.451,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814413.451,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,229.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814413.493,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814413.557,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814413.557,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814413.558,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814415.627,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814415.752,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814416.374,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814416.374,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814416.374,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814416.436,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814416.52,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814416.52,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814416.52,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814416.52,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814416.52,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814416.52,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,229.0
1675814416.523,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814416.523,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814416.523,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814416.523,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,17.0
1675814416.523,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814416.523,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,230.0
1675814418.699,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814418.825,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814419.445,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814419.445,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814419.445,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814419.464,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814419.464,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814419.464,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814419.464,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814419.464,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814419.464,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,229.0
1675814419.467,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814419.467,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814419.467,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814419.467,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814419.467,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814419.467,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,229.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814419.508,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814421.771,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814421.896,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814422.453,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814422.517,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814422.518,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814422.518,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814422.536,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814422.536,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814422.536,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814422.536,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814422.536,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814422.536,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,230.0
1675814422.539,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814422.539,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814422.539,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814422.539,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814422.539,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814422.539,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,230.0
1675814424.843,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814424.968,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814425.333,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814425.333,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814425.333,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814425.48,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814425.48,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814425.48,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814425.48,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814425.48,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814425.48,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,229.0
1675814425.483,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814425.483,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814425.483,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814425.483,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814425.483,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814425.483,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,229.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814425.525,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814427.915,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814428.04,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814428.408,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814428.408,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814428.408,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814428.469,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814428.552,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814428.552,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814428.552,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814428.552,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814428.552,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
1675814428.552,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,230.0
1675814428.555,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814428.555,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814428.555,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814428.555,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,18.0
1675814428.555,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814428.555,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,229.0
1675814430.987,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814431.112,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814431.477,08-Feb-2023 00:00:00,PLC_NUM_UTS,2.0
1675814431.478,08-Feb-2023 00:00:00,BCU_A1_STS_IsMaster,0.0
1675814431.478,08-Feb-2023 00:00:00,BCU_A2_STS_IsMaster,0.0
1675814431.496,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814431.496,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814431.496,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814431.496,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814431.496,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,29.0
1675814431.496,08-Feb-2023 00:00:00,APS_A2_AC_OUT_V,229.0
1675814431.499,08-Feb-2023 00:00:00,APS_A1_DC_OUT_P,2.0
1675814431.499,08-Feb-2023 00:00:00,APS_A1_DC_OUT_C,16.0
1675814431.499,08-Feb-2023 00:00:00,APS_A1_DC_OUT_V,126.0
1675814431.499,08-Feb-2023 00:00:00,APS_A1_AC_OUT_P,17.0
1675814431.499,08-Feb-2023 00:00:00,APS_A1_AC_OUT_C,29.0
1675814431.499,08-Feb-2023 00:00:00,APS_A1_AC_OUT_V,230.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WORKSHOP,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_SHUTDOWN,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_TOWING,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_COUPLING,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_WASHING,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_ON_TRANSPORT,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_CLEAN,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_DOZE,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_READY,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_STANDBY,0.0
1675814431.541,08-Feb-2023 00:00:00,PLC_APS_TRAIN_MODES_OPERATE,1.0
1675814434.06,08-Feb-2023 00:00:00,APS_A1_HV_Energy,0.0
1675814434.185,08-Feb-2023 00:00:00,APS_A2_HV_Energy,0.0
1675814434.441,08-Feb-2023 00:00:00,APS_A2_DC_OUT_P,2.3000000000000003
1675814434.441,08-Feb-2023 00:00:00,APS_A2_DC_OUT_C,19.0
1675814434.441,08-Feb-2023 00:00:00,APS_A2_DC_OUT_V,126.0
1675814434.441,08-Feb-2023 00:00:00,APS_A2_AC_OUT_P,18.0
1675814434.441,08-Feb-2023 00:00:00,APS_A2_AC_OUT_C,30.0
